breadth,stop_atr,target_atr,hold,trades_train,return_train,win_train,pf_train,dd_train,final_train,trades_oos,return_oos,win_oos,pf_oos,dd_oos,final_oos
0.42,1.75,4.0,12,20,0.211727284145812,0.7,4.254873694121316,-0.02344752173453329,121172728.41458121,27,0.20116788601389612,0.5925925925925926,2.919782179054359,-0.047786346134091856,120116788.60138962
0.46,1.75,4.0,12,20,0.211727284145812,0.7,4.254873694121316,-0.02344752173453329,121172728.41458121,27,0.20116788601389612,0.5925925925925926,2.919782179054359,-0.047786346134091856,120116788.60138962
0.38,1.75,3.5,12,29,0.25756575288321626,0.7241379310344828,3.980606544666652,-0.06896791282374236,125756575.28832163,28,0.2191428040256247,0.7142857142857143,3.654729831750554,-0.04615562142228441,121914280.40256247
0.5,2.0,3.0,12,22,0.15714707317286036,0.7727272727272727,4.120824482198397,-0.020872569617034438,115714707.31728604,32,0.19377194652971919,0.6875,2.7515200495795673,-0.04051245748473347,119377194.65297192
0.42,2.0,3.5,10,23,0.1841804432915064,0.7391304347826086,4.058157315368467,-0.022288852101497225,118418044.32915065,30,0.22348720374807418,0.7333333333333333,4.066015008968689,-0.04051245748473347,122348720.37480742
0.42,2.0,4.0,12,18,0.16054627802721222,0.7222222222222222,4.29989007859906,-0.02404260955573116,116054627.80272122,25,0.11087381543339059,0.6,2.2198174425218893,-0.04298370484411201,111087381.54333906
0.46,2.0,4.0,12,18,0.16054627802721222,0.7222222222222222,4.29989007859906,-0.02404260955573116,116054627.80272122,25,0.11087381543339059,0.6,2.2198174425218893,-0.04298370484411201,111087381.54333906
0.38,2.0,3.5,12,27,0.20183068077704291,0.7407407407407407,3.911891976536381,-0.06308038341107511,120183068.0777043,28,0.15753104262185436,0.7142857142857143,2.7861460397266633,-0.04332761364533739,115753104.26218544
0.5,1.75,4.0,12,20,0.20375725214581197,0.7,4.003376749013224,-0.02344752173453329,120375725.2145812,27,0.20116788601389612,0.5925925925925926,2.919782179054359,-0.047786346134091856,120116788.60138962
0.5,1.25,4.0,7,24,0.22140556108404996,0.6666666666666666,3.7218766407257005,-0.030954511698394402,122140556.108405,37,0.24465522860162858,0.5405405405405406,2.3638812872085277,-0.06982471446828065,124465522.86016287
0.46,1.75,3.5,10,22,0.18143568015752054,0.6818181818181818,3.714635303228128,-0.03755467684253941,118143568.01575205,27,0.1992889349680198,0.7407407407407407,3.838422379252024,-0.047786346134091856,119928893.49680197
0.5,1.75,4.0,10,23,0.20629570405504305,0.6956521739130435,3.599255484123639,-0.025026668731294104,120629570.4055043,27,0.1763579170962568,0.6666666666666666,2.6990077815067304,-0.047786346134091856,117635791.70962568
0.42,1.75,3.5,10,23,0.1858304084963005,0.6956521739130435,3.567415779371008,-0.029193238588245334,118583040.84963006,28,0.19553401246801982,0.7142857142857143,3.643563092693861,-0.047786346134091856,119553401.24680197
0.5,1.75,4.0,7,24,0.1872839520933789,0.7083333333333334,3.5162359236328804,-0.02642813415433643,118728395.20933789,32,0.23398294555446886,0.6875,2.9426908605232747,-0.047786346134091856,123398294.55544688
0.5,2.0,3.0,10,21,0.13978610645115652,0.7619047619047619,3.6686593357192927,-0.022697952903998807,113978610.64511564,33,0.1540148185511827,0.6666666666666666,2.2662915444657012,-0.04153165085422339,115401481.85511826
0.38,1.25,4.0,12,27,0.259270943299061,0.6296296296296297,3.3761192462556107,-0.07707549592282166,125927094.3299061,31,0.1815147230267351,0.5161290322580645,2.1204541693985117,-0.046646863457443,118151472.3026735
0.38,1.25,4.0,10,28,0.255716902043698,0.6428571428571429,3.36627036948055,-0.08373654086389745,125571690.2043698,31,0.293078211339624,0.6451612903225806,3.770312255087158,-0.04624785081044332,129307821.1339624
0.38,1.25,3.5,12,29,0.2587050579083534,0.6551724137931034,3.3391576481465495,-0.07707549592282166,125870505.79083535,32,0.23903047730251337,0.59375,2.6156554570242765,-0.05165164127777595,123903047.73025133
0.5,1.25,3.5,7,24,0.19072996593657576,0.6666666666666666,3.38297811146903,-0.03095679748247765,119072996.59365758,38,0.14938678582288722,0.5,1.7735473564566449,-0.060926000281212096,114938678.58228873
0.38,1.75,4.0,12,26,0.22279043968880363,0.6538461538461539,3.258683697273981,-0.06896791282374236,122279043.96888036,27,0.16603945887743543,0.5555555555555556,2.415126633671093,-0.05072454125990931,116603945.88774355
0.5,2.0,2.5,12,25,0.13979306401736613,0.76,3.2647692544323377,-0.020515268777507333,113979306.40173662,36,0.17818160042856745,0.6944444444444444,2.6115671070877493,-0.04123215044797919,117818160.04285674
0.38,1.25,3.5,10,29,0.24216876389343178,0.6551724137931034,3.2104451379296317,-0.08373654086389745,124216876.38934317,33,0.1919957540940025,0.6060606060606061,2.401487643152657,-0.04624785081044332,119199575.40940025
