breadth,stop_atr,target_atr,hold,trades,return,win_rate,pf,dd,final,score
0.38,1.75,3.0,7,70,0.30598003676209395,0.6285714285714286,2.225196837876073,-0.06733345833367632,130598003.67620939,9.20452923052812
0.38,1.75,4.0,7,66,0.34415266477316897,0.5909090909090909,2.2149864064845413,-0.07591485886895194,134415266.4773169,9.195686315822313
0.5,2.0,3.0,7,59,0.26815015040059054,0.6610169491525424,2.220171547500316,-0.04729735601683112,126815015.04005904,9.158238509851065
0.42,1.25,2.5,7,73,0.3717202775469344,0.589041095890411,2.179088353242744,-0.061769802153728286,137172027.75469345,9.086640844235568
0.46,1.75,2.5,10,61,0.29802843074273966,0.639344262295082,2.1817457215683578,-0.07234979444788196,129802843.07427396,9.020803632906985
0.5,1.25,2.5,7,69,0.35804945646847064,0.5942028985507246,2.1578081202279003,-0.05675213886900463,135804945.64684707,8.990616012873106
0.5,1.25,2.5,12,66,0.3637762866652545,0.5909090909090909,2.1546186865795063,-0.06044819404682815,136377628.66652545,8.98157239050532
0.46,1.5,3.5,7,59,0.3397569368775608,0.5932203389830508,2.1555600643694435,-0.0904350871517591,133975693.68775609,8.946440667728606
0.46,1.5,3.0,7,63,0.3432218290682396,0.6190476190476191,2.1481517787710405,-0.10128139170700991,134322182.90682396,8.916140629251279
0.42,1.5,3.5,7,62,0.34335915005258655,0.5806451612903226,2.1422292410001726,-0.06864155572361824,134335915.00525865,8.906987594255984
0.46,1.5,2.5,10,64,0.34898297233665176,0.625,2.141224987703775,-0.07682065122213758,134898297.23366517,8.906722597540682
0.42,1.25,2.5,10,67,0.35385742153735733,0.5970149253731343,2.1300475157934797,-0.06178845247411303,135385742.15373573,8.873004004742878
0.42,1.25,3.0,7,68,0.3657331768945029,0.5588235294117647,2.126924598055216,-0.07351837689143564,136573317.6894503,8.864613557140236
0.42,1.25,3.0,10,65,0.3605648801273984,0.5538461538461539,2.1282271799976566,-0.10335826885452941,136056488.01273984,8.849486773383068
0.5,1.25,3.0,7,65,0.3610773000091416,0.5692307692307692,2.119893098928247,-0.06915657587562696,136107730.00091416,8.834532946245854
0.5,1.25,2.5,10,68,0.3660741412816504,0.5882352941176471,2.1089755523065494,-0.06044819404682815,136607414.12816504,8.801164018190317
0.5,1.5,2.5,10,61,0.32731537814112754,0.6229508196721312,2.116788406886632,-0.06063261893534584,132731537.81411275,8.79530023720359
0.46,1.5,2.5,7,68,0.3403959011554525,0.6323529411764706,2.112369013266516,-0.07682157800427561,134039590.11554524,8.783078812278204
0.42,1.5,2.5,7,71,0.34251944380667276,0.6197183098591549,2.1002730534801604,-0.06638748048923489,134251944.38066727,8.741403832975653
0.38,1.25,2.5,7,80,0.3770276568938711,0.5875,2.0910682384434804,-0.06243795806418019,137702765.6893871,8.739456631635703
0.5,2.0,2.5,10,62,0.26496189572822915,0.6612903225806451,2.1177693394112382,-0.06403654663149115,126496189.57282291,8.737085496186468
0.38,1.25,2.5,12,74,0.3903989452343375,0.581081081081081,2.081715597253105,-0.0624343798313884,139039894.52343374,8.71509819838512
0.38,2.0,4.0,10,57,0.28134826788036205,0.5964912280701754,2.1074906037954597,-0.06821330651598828,128134826.7880362,8.707028591207715
0.38,1.75,3.0,12,62,0.30911276142499156,0.5967741935483871,2.1006648575599005,-0.08144407864951413,130911276.14249916,8.700888862017255
0.38,1.75,2.5,10,69,0.3196405503207689,0.6231884057971014,2.089877171684808,-0.07094520369699422,131964055.0320769,8.674836055501359
0.42,2.0,2.5,7,68,0.2460568973252748,0.6617647058823529,2.091076421216538,-0.05806606286549156,124605689.73252748,8.614417786052798
0.42,1.75,2.5,7,68,0.27437352580152563,0.6470588235294118,2.0700968459670204,-0.06807751176657247,127437352.58015257,8.553075094962793
0.38,1.25,2.5,10,72,0.35962736448895893,0.5833333333333334,2.0475593009932576,-0.0624343798313884,135962736.4488959,8.547814045212963
0.38,2.0,3.0,7,70,0.2549925542182867,0.6142857142857143,2.0704289193403094,-0.0649455216343967,125499255.42182867,8.534949756476612
0.38,1.5,2.5,7,79,0.3620568609010435,0.6075949367088608,2.0384206775042255,-0.06521736701735899,136205686.09010434,8.51351063424471
0.42,1.5,3.0,7,65,0.3276260205805177,0.6,2.042663140255213,-0.08741251882285823,132762602.05805176,8.484572322189939
0.38,1.25,3.5,7,73,0.35380733976061274,0.5342465753424658,2.036149979212313,-0.09129150328797059,135380733.97606128,8.479473833733003
0.42,1.5,3.0,12,59,0.3171332537229967,0.576271186440678,2.033962192063025,-0.1107664112675514,131713325.37229967,8.426412375663354
0.5,1.75,2.5,10,61,0.27143815129579685,0.6229508196721312,2.037490917335662,-0.07392199095627523,127143815.12957968,8.415588366143915
0.42,1.75,2.5,10,62,0.2669829786384279,0.6129032258064516,2.017521579042707,-0.07254223238587486,126698297.8638428,8.331443339906642
0.42,1.5,2.5,10,65,0.3136024503831025,0.6,1.9773697374647181,-0.06639844668300147,131360245.03831024,8.219882176900473
0.38,1.75,3.5,7,67,0.27935921384585893,0.582089552238806,1.985942823806383,-0.07591485886895194,127935921.38458589,8.214277557248854
0.38,1.5,2.5,12,72,0.34434832303368035,0.5972222222222222,1.9497175973798415,-0.06522354536188858,134434832.30336803,8.140468050983214
0.38,1.75,2.5,7,74,0.27532637511794755,0.6351351351351351,1.9319063503316858,-0.0664808019569141,127532637.51179475,8.00146813222299
0.38,2.0,2.5,7,74,0.24379783325039894,0.6486486486486487,1.9310568975576299,-0.06082425649889176,124379783.3250399,7.970045727663906
0.38,1.25,3.0,10,71,0.3208480314027262,0.5352112676056338,1.9167717513210205,-0.10396957000366823,132084803.14027262,7.962710815065257
0.46,2.0,2.5,10,63,0.2341813070260379,0.6349206349206349,1.9295801713459617,-0.06362136628089993,123418130.70260379,7.952437341015466
0.38,1.5,3.0,10,69,0.30779488174031355,0.5507246376811594,1.8647277554291597,-0.11993228715336411,130779488.17403136,7.734275991764328
0.38,1.5,4.0,7,70,0.3099482937676805,0.5428571428571428,1.8569494743920325,-0.09188509279822954,130994829.37676805,7.718946502079554
0.38,1.25,3.0,7,75,0.2898953273890921,0.5333333333333333,1.832450026251403,-0.08170114684864918,128989532.73890921,7.605511525637046
0.38,1.5,2.5,10,71,0.2942012391465878,0.5915492957746479,1.8258448128706641,-0.06522354536188858,129420123.91465877,7.594546182737033
0.38,1.5,3.0,12,67,0.2862129123506789,0.5522388059701493,1.825404769074474,-0.10964694385310919,128621291.23506789,7.560620457020527
0.38,2.0,3.5,7,67,0.22503033104647163,0.582089552238806,1.832594934365843,-0.06920015985784994,122503033.10464716,7.549914466192859
0.42,2.0,2.5,10,64,0.21148178399431505,0.609375,1.8233510358040579,-0.06403565196640476,121148178.3994315,7.503336851227344
0.38,2.0,2.5,10,69,0.22479246084112803,0.6086956521739131,1.7927668864730946,-0.06166014976396897,122479246.0841128,7.395464714460218
0.38,2.0,4.0,7,64,0.2057333896336191,0.578125,1.757404403737664,-0.06920015985784994,120573338.9633619,7.22965717465535
0.38,1.5,3.0,7,73,0.26093718221615125,0.5616438356164384,1.7379155548152334,-0.08628650880374718,126093718.22161512,7.197538338856034
0.38,1.25,3.0,12,71,0.27722537734798913,0.49295774647887325,1.7062520890123973,-0.09734750808633784,127722537.73479891,7.078207866678353
0.38,1.5,3.5,7,71,0.2495017420075354,0.5211267605633803,1.6865400871175906,-0.09188509279822954,124950174.20075354,6.975775882106952
